price_total,location,property_type,square_meters,construction_type,construction_year,floor_number,floor_type
345500,"Кръстова Вада, София",Тристаен апартамент в София,115.23 кв.м,Тухла,Not Available,3 етаж,Not Available
317000,"Кръстова Вада, София",Тристаен апартамент в София,119.69 кв.м,Тухла,Not Available,3 етаж,Not Available
339900,"Дружба 2, София",Тристаен апартамент в София,111 кв.м,Тухла,Not Available,16 етаж,Not Available
173737,"Овча Купел, София",Тристаен апартамент в София,114 кв.м,Тухла,2024 г.,4 етаж,Последен етаж
125737,"Бояна, София",Двустаен апартамент в София,63 кв.м,Тухла,2024 г.,1 етаж,Партер
75000,София,Ателие/Студио,30 кв.м,Тухла,1990 г.,Not Available,Партер
182500,"Дружба 1, София",Двустаен апартамент в София,75.85 кв.м,Тухла,2025 г.,4 етаж,Непоследен
180000,"Слатина, София",Двустаен апартамент в София,70 кв.м,Тухла,2003 г.,4 етаж,Непоследен
139000,"Дружба 1, София",Двустаен апартамент в София,45 кв.м,ЕПК/ПК,1986 г.,9 етаж,Непоследен
155000,"Малинова Долина, София",Едностаен апартамент в София,60 кв.м,Тухла,2022 г.,1 етаж,Партер
161000,"Левски В, София",Двустаен апартамент в София,95 кв.м,Тухла,2025 г.,1 етаж,Партер
209000,"Люлин 2, София",Тристаен апартамент в София,113 кв.м,Тухла,2026 г.,5 етаж,Непоследен
310000,"Сердика, София",Тристаен апартамент в София,134 кв.м,Тухла,2025 г.,9 етаж,Непоследен
146038,"Света Троица, София",Двустаен апартамент в София,68 кв.м,Тухла,2022 г.,5 етаж,Непоследен
233064,"Банишора, София",Тристаен апартамент в София,108 кв.м,Тухла,2023 г.,5 етаж,Непоследен
225000,"Яворов, София",Двустаен апартамент в София,63 кв.м,Тухла,1970 г.,1 етаж,Първи жилищен
130000,"Хаджи Димитър, София",Двустаен апартамент в София,67 кв.м,Панел,1980 г.,4 етаж,Непоследен
289000,"Белите Брези, София",Тристаен апартамент в София,117 кв.м,Тухла,2007 г.,5 етаж,Непоследен
320000,"Център, София",Многостаен апартамент в София,240 кв.м,Тухла,1927 г.,1 етаж,Първи жилищен
220000,"Дървеница, София",Двустаен апартамент в София,65 кв.м,Панел,1982 г.,6 етаж,Непоследен
200900,"Разсадника, София",Двустаен апартамент в София,82 кв.м,Тухла,2023 г.,3 етаж,Непоследен
135000,"Павлово, София",Двустаен апартамент в София,37 кв.м,Тухла,2023 г.,1 етаж,Първи жилищен
135000,"Бъкстон, София",Двустаен апартамент в София,37 кв.м,Тухла,2023 г.,1 етаж,Партер
260000,"Надежда 3, София",Многостаен апартамент в София,174 кв.м,Тухла,2025 г.,4 етаж,Непоследен
260000,"Надежда 3, София",Тристаен апартамент в София,174 кв.м,Тухла,2025 г.,4 етаж,Непоследен
142000,"Надежда 3, София",Двустаен апартамент в София,81 кв.м,Тухла,2025 г.,5 етаж,Непоследен
142000,"Надежда 3, София",Двустаен апартамент в София,81 кв.м,Тухла,2025 г.,5 етаж,Последен етаж
95000,"Люлин 4, София",Едностаен апартамент в София,44 кв.м,ЕПК/ПК,1990 г.,5 етаж,Непоследен
165000,"Сухата река, София",Двустаен апартамент в София,76 кв.м,Тухла,1980 г.,2 етаж,Непоследен
95000,"Надежда 2, София",Едностаен апартамент в София,46 кв.м,Панел,1984 г.,1 етаж,Първи жилищен
175000,"Център, София",Двустаен апартамент в София,45 кв.м,Тухла,1970 г.,2 етаж,Непоследен
220000,"Бенковски, София",Многостаен апартамент в София,162 кв.м,Тухла,1984 г.,2 етаж,Непоследен
